task_id,task_text,source,date_collected,type,complexity,domain
T0190,"Summarize this article: BAGHDAD, Iraq (CNN) -- Dressed in a Superman shirt, 5-year-old Youssif held his sister's hand Friday, seemingly unaware that millions of people across the world have been touched by his story. Nearby, his parents talked about the new future and hope they have for their boy -- and the potential for recovery from his severe burns. Youssif holds his sister's hand Friday. He's wearing a facial mask often used to help burn victims. It's the best birthday present the Iraqi family could ever have imagined for their boy: Youssif turns 6 next Friday. ""I was so happy I didn't know what to do with myself,"" his mother, Zainab, told CNN, a broad smile across her face. ""I didn't think the reaction would be this big."" His father said he was on the roof of his house when CNN called him with the news about the outpouring of support for his son. ""We just want to thank everyone who has come forward,"" he said. ""We knew there was kindness out there."" Like his wife, he couldn't stop smiling. He talked about how he tried in vain to get help for his son in Baghdad, leaving ""no stone unturned"" on a mission to help his boy. There were many trips to the Ministry of Health. He says he even put in a request to Iraq's parliament for help. The family eventually told CNN their story -- that Youssif was grabbed by masked men outside their home on January 15, doused in gasoline and set on fire. Simply by coming forward, his parents put themselves in incredible danger. No one has been arrested or held accountable in Youssif's case. Watch CNN's Arwa Damon describe 'truly phenomenal' outpouring » . Shortly after Youssif's story aired Wednesday, the Children's Burn Foundation -- a nonprofit organization based in Sherman Oaks, California, that provides support for burn victims locally, nationally and internationally -- agreed to pay for the transportation for Youssif and his family to come to the United States and to set up a fund for donations. You can make a donation at the foundation's site by clicking here. There's a drop-down menu under the ""general donation"" area that is marked ""Youssif's fund."" The foundation says it will cover all medical costs -- from surgeries for Youssif to housing costs to any social rehabilitation that might be needed for him. Surgeries will be performed by Dr. Peter Grossman, a plastic surgeon with the affiliated Grossman Burn Center who is donating his services for Youssif's cause. Officials are still trying to get the appropriate visas for the family's travels. ""We are prepared to have them come here, set them up in a housing situation, provide support for them and begin treatment,"" said Barbara Friedman, executive director of the Children's Burn Foundation. ""We expect that the treatment will be from between six months to a year with many surgeries."" She added, ""He will be getting the absolute best care that's available."" Youssif's parents said they know it's going to be a lengthy and difficult process and that adjusting to their stay in America may not be easy. But none of that matters -- getting help for their boy is first and foremost. ""I will do anything for Youssif,"" his father said, pulling his son closer to him. ""Our child is everything."" His mother tried to coax Youssif to talk to us on this day. But he didn't want to; his mother says he's shy outside of their home. The biggest obstacle now is getting the visas to leave, and the serious security risks they face every day and hour they remain in Iraq. But this family -- which saw the very worst in humanity on that January day -- has new hope in the world. That is partly due to the tens of thousands of CNN.com users who were so moved by the story and wanted to act. CNN Iraqi staff central to bringing this story together were also overwhelmed with the generosity coming from people outside of their border. In a nation that largely feels abandoned by the rest of the world, it was a refreshing realization. E-mail to a friend . CNN.com senior producer Wayne Drash contributed to this report in Atlanta.",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0191,"Summarize this article: BAGHDAD, Iraq (CNN) -- The women are too afraid and ashamed to show their faces or have their real names used. They have been driven to sell their bodies to put food on the table for their children -- for as little as $8 a day. Suha, 37, is a mother of three. She says her husband thinks she is cleaning houses when she leaves home. ""People shouldn't criticize women, or talk badly about them,"" says 37-year-old Suha as she adjusts the light colored scarf she wears these days to avoid extremists who insist women cover themselves. ""They all say we have lost our way, but they never ask why we had to take this path."" A mother of three, she wears light makeup, a gold pendant of Iraq around her neck, and an unexpected air of elegance about her. ""I don't have money to take my kid to the doctor. I have to do anything that I can to preserve my child, because I am a mother,"" she says, explaining why she prostitutes herself. Anger and frustration rise in her voice as she speaks. ""No matter what else I may be, no matter how off the path I may be, I am a mother!"" Watch a woman describe turning to prostitution to ""save my child"" » . Her clasped hands clench and unclench nervously. Suha's husband thinks that she is cleaning houses when she goes away. So does Karima's family. ""At the start I was cleaning homes, but I wasn't making much. No matter how hard I worked it just wasn't enough,"" she says. Karima, clad in all black, adds, ""My husband died of lung cancer nine months ago and left me with nothing."" She has five children, ages 8 to 17. Her eldest son could work, but she's too afraid for his life to let him go into the streets, preferring to sacrifice herself than risk her child. She was solicited the first time when she was cleaning an office. ""They took advantage of me,"" she says softly. ""At first I rejected it, but then I realized I have to do it."" Both Suha and Karima have clients that call them a couple times a week. Other women resort to trips to the market to find potential clients. Or they flag down vehicles. Prostitution is a choice more and more Iraqi women are making just to survive. ""It's increasing,"" Suha says. ""I found this 'thing' through my friend, and I have another friend in the same predicament as mine. Because of the circumstance, she is forced to do such things."" Violence, increased cost of living, and lack of any sort of government aid leave women like these with few other options, according to humanitarian workers. ""At this point there is a population of women who have to sell their bodies in order to keep their children alive,"" says Yanar Mohammed, head and founder of the Organization for Women's Freedom in Iraq. ""It's a taboo that no one is speaking about."" She adds, ""There is a huge population of women who were the victims of war who had to sell their bodies, their souls and they lost it all. It crushes us to see them, but we have to work on it and that's why we started our team of women activists."" Her team pounds the streets of Baghdad looking for these victims often too humiliated to come forward. ""Most of the women that we find at hospitals [who] have tried to commit suicide"" have been involved in prostitution, said Basma Rahim, a member of Mohammed's team. The team's aim is to compile information on specific cases and present it to Iraq's political parties -- to have them, as Mohammed puts it, ""come tell us what [they] are ... going to do about this."" Rahim tells the heartbreaking story of one woman they found who lives in a room with three of her children: ""She has sex while her three children are in the room, but she makes them stand in separate corners."" According to Rahim and Mohammed, most of the women they encounter say they are driven to prostitution by a desperate desire for survival in the dangerously violent and unforgiving circumstances in Iraq. ""They took this path but they are not pleased,"" Rahim says. Karima says when she sees her children with food on the table, she is able to convince herself that it's worth it. ""Everything is for the children. They are the beauty in life and, without them, we cannot live."" But she says, ""I would never allow my daughter to do this. I would rather marry her off at 13 than have her go through this."" Karima's last happy memory is of her late husband, when they were a family and able to shoulder the hardships of life in today's Iraq together. Suha says as a young girl she dreamed of being a doctor, with her mom boasting about her potential in that career. Life couldn't have taken her further from that dream. ""It's not like we were born into this, nor was it ever in my blood,"" she says. What she does for her family to survive now eats away at her. ""I lay on my pillow and my brain is spinning, and it all comes back to me as if I am watching a movie."" E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0193,"Summarize this article: WASHINGTON (CNN) -- White House press secretary Tony Snow, who is undergoing treatment for cancer, will step down from his post September 14 and be replaced by deputy press secretary Dana Perino, the White House announced Friday. White House press secretary Tony Snow will step down from his post on September 14. President Bush told reporters Friday that he will ""sadly accept"" Snow's resignation. Flanked by Snow and Perino in the White House press room, the president spoke warmly of his departing press secretary. ""It's been a joy to watch him spar with you,"" Bush told reporters. Watch the announcement about Snow leaving » . Bush said he was certain of two things in regard to Snow. ""He'll battle cancer and win,"" Bush said, ""and he'll be a solid contributor to society."" Turning to Snow, the president then said: ""I love you, and I wish you all the best."" Snow, speaking after Bush at the start of the daily White House news conference, said he was leaving to earn more money. He took a big pay cut, he said, when he left his previous jobs as anchor and political analyst for Fox News. According to The Washington Post, Snow makes $168,000 as the White House spokesman. His family took out a loan when he started the job, ""and that loan is now gone."" ""This job has really been a dream for me, a blast. I've had an enormous amount of fun and satisfaction,"" Snow said. He said he would continue to speak out on issues, and would do ""some radio, some TV, but I don't anticipate full-time anchor duties."" Snow said he's received great satisfaction from talking to people about his illness. Snow's cancer was diagnosed for the first time in February 2005. His colon was removed, and after six months of treatment, doctors said the cancer was in remission. Perino announced March 27 that Snow's cancer had recurred, and that doctors had removed a growth from his abdomen the day before. Sources told CNN two weeks ago that Snow was planning to leave his job, possibly as early as September. Bush tapped Snow to replace Scott McClellan in April 2006. Snow had been an anchor for ""Fox News Sunday"" and a political analyst for the Fox News Channel, which he joined in 1996. He also hosted ""The Tony Snow Show"" on Fox News Radio. On Thursday, Snow told CNN his health is improving, citing two medical tests this month that found the cancer has not spread. ""The tumors are stable -- they are not growing,"" Snow said of the results from an MRI and a CAT scan. ""And there are no new growths. The health is good."" The press secretary, whose hair has turned gray during chemotherapy treatment, said his black hair is expected to grow back in about a month. ""I'm also putting on weight again,"" he said after returning from a 10-day vacation. ""I actually feel very good about"" the health situation. Snow said on Friday he was to see his oncologist, and they will decide on some minor forms of chemotherapy to start as maintenance treatment. E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0195,"Summarize this article: WASHINGTON (CNN) -- As he awaits a crucial progress report on Iraq, President Bush will try to put a twist on comparisons of the war to Vietnam by invoking the historical lessons of that conflict to argue against pulling out. President Bush pauses Tuesday during a news conference at the North American Leaders summit in Canada. On Wednesday in Kansas City, Missouri, Bush will tell members of the Veterans of Foreign Wars that ""then, as now, people argued that the real problem was America's presence and that if we would just withdraw, the killing would end,"" according to speech excerpts released Tuesday by the White House. ""Three decades later, there is a legitimate debate about how we got into the Vietnam War and how we left,"" Bush will say. ""Whatever your position in that debate, one unmistakable legacy of Vietnam is that the price of America's withdrawal was paid by millions of innocent citizens, whose agonies would add to our vocabulary new terms like 'boat people,' 're-education camps' and 'killing fields,' "" the president will say. The president will also make the argument that withdrawing from Vietnam emboldened today's terrorists by compromising U.S. credibility, citing a quote from al Qaeda leader Osama bin Laden that the American people would rise against the Iraq war the same way they rose against the war in Vietnam, according to the excerpts. ""Here at home, some can argue our withdrawal from Vietnam carried no price to American credibility, but the terrorists see things differently,"" Bush will say. On Tuesday, Democratic Senate Majority Leader Harry Reid said, ""President Bush's attempt to compare the war in Iraq to past military conflicts in East Asia ignores the fundamental difference between the two. Our nation was misled by the Bush Administration in an effort to gain support for the invasion of Iraq under false pretenses, leading to one of the worst foreign policy blunders in our history. ""While the President continues to stay-the-course with his failed strategy in Iraq, paid for by the taxpayers, American lives are being lost and there is still no political solution within the Iraqi government. It is time to change direction in Iraq, and Congress will again work to do so in the fall."" The White House is billing the speech, along with another address next week to the American Legion, as an effort to ""provide broader context"" for the debate over the upcoming Iraq progress report by Gen. David Petraeus, the top U.S. military commander, and Ryan Crocker, the U.S. ambassador in Baghdad. President Bush has frequently asked lawmakers -- and the American people -- to withhold judgment on his troop ""surge"" in Iraq until the report comes out in September. Watch Bush criticize the Iraqi government » . It is being closely watched on Capitol Hill, particularly by Republicans nervous about the political fallout from an increasingly unpopular war. Earlier this month, Defense Secretary Robert Gates said he would wait for the report before deciding when a drawdown of the 160,000 U.S. troops in Iraq might begin. Bush's speeches Wednesday and next week are the latest in a series of attempts by the White House to try to reframe the debate over Iraq, as public support for the war continues to sag. A recent CNN/Opinion Research Corporation poll found that almost two-thirds of Americans -- 64 percent -- now oppose the Iraq war, and 72 percent say that even if Petraeus reports progress, it won't change their opinion. The poll also found a great deal of skepticism about the report; 53 percent said they do not trust Petraeus to give an accurate assessment of the situation in Iraq. In addition to his analogy to Vietnam, Bush in Wednesday's speech will invoke other historical comparisons from Asia, including the U.S. defeat and occupation of Japan after World War II and the Korean War in the 1950s, according to the excerpts. ""In the aftermath of Japan's surrender, many thought it naive to help the Japanese transform themselves into a democracy. Then, as now, the critics argued that some people were simply not fit for freedom,"" Bush will say. ""Today, in defiance of the critics, Japan ... stands as one of the world's great free societies."" Speaking about the Korean War, Bush will note that at the time ""critics argued that the war was futile, that we never should have sent our troops in, or that America's intervention was divisive here at home."" ""While it is true that the Korean War had its share of challenges, America never broke its word,"" Bush will say. ""Without America's intervention during the war, and our willingness to stick with the South Koreans after the war, millions of South Koreans would now be living under a brutal and repressive regime."" E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0197,"Summarize this article: BREMEN, Germany -- Carlos Alberto, who scored in FC Porto's Champions League final victory against Monaco in 2004, has joined Bundesliga club Werder Bremen for a club record fee of 7.8 million euros ($10.7 million). Carlos Alberto enjoyed success at FC Porto under Jose Mourinho. ""I'm here to win titles with Werder,"" the 22-year-old said after his first training session with his new club. ""I like Bremen and would only have wanted to come here."" Carlos Alberto started his career with Fluminense, and helped them to lift the Campeonato Carioca in 2002. In January 2004 he moved on to FC Porto, who were coached by José Mourinho, and the club won the Portuguese title as well as the Champions League. Early in 2005, he moved to Corinthians, where he impressed as they won the Brasileirão,but in 2006 Corinthians had a poor season and Carlos Alberto found himself at odds with manager, Emerson Leão. Their poor relationship came to a climax at a Copa Sul-Americana game against Club Atlético Lanús, and Carlos Alberto declared that he would not play for Corinthians again while Leão remained as manager. Since January this year he has been on loan with his first club Fluminense. Bundesliga champions VfB Stuttgart said on Sunday that they would sign a loan agreement with Real Zaragoza on Monday for Ewerthon, the third top Brazilian player to join the German league in three days. A VfB spokesman said Ewerthon, who played in the Bundesliga for Borussia Dortmund from 2001 to 2005, was expected to join the club for their pre-season training in Austria on Monday. On Friday, Ailton returned to Germany where he was the league's top scorer in 2004, signing a one-year deal with Duisburg on a transfer from Red Star Belgrade. E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0198,"Summarize this article: WASHINGTON (CNN) -- Vice President Dick Cheney will serve as acting president briefly Saturday while President Bush is anesthetized for a routine colonoscopy, White House spokesman Tony Snow said Friday. Bush is scheduled to have the medical procedure, expected to take about 2 1/2 hours, at the presidential retreat at Camp David, Maryland, Snow said. Bush's last colonoscopy was in June 2002, and no abnormalities were found, Snow said. The president's doctor had recommended a repeat procedure in about five years. The procedure will be supervised by Dr. Richard Tubb and conducted by a multidisciplinary team from the National Naval Medical Center in Bethesda, Maryland, Snow said. A colonoscopy is the most sensitive test for colon cancer, rectal cancer and polyps, small clumps of cells that can become cancerous, according to the Mayo Clinic. Small polyps may be removed during the procedure. Snow said that was the case when Bush had colonoscopies before becoming president. Snow himself is undergoing chemotherapy for cancer that began in his colon and spread to his liver. Snow told reporters he had a chemo session scheduled later Friday. Watch Snow talk about Bush's procedure and his own colon cancer » . ""The president wants to encourage everybody to use surveillance,"" Snow said. The American Cancer Society recommends that people without high-risk factors or symptoms begin getting screened for signs of colorectal cancer at age 50. E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0199,"Summarize this article: SAN FRANCISCO, California (CNN) -- A magnitude 4.2 earthquake shook the San Francisco area Friday at 4:42 a.m. PT (7:42 a.m. ET), the U.S. Geological Survey reported. The quake left about 2,000 customers without power, said David Eisenhower, a spokesman for Pacific Gas and Light. Under the USGS classification, a magnitude 4.2 earthquake is considered ""light,"" which it says usually causes minimal damage. ""We had quite a spike in calls, mostly calls of inquiry, none of any injury, none of any damage that was reported,"" said Capt. Al Casciato of the San Francisco police. ""It was fairly mild."" Watch police describe concerned calls immediately after the quake » . The quake was centered about two miles east-northeast of Oakland, at a depth of 3.6 miles, the USGS said. Oakland is just east of San Francisco, across San Francisco Bay. An Oakland police dispatcher told CNN the quake set off alarms at people's homes. The shaking lasted about 50 seconds, said CNN meteorologist Chad Myers. According to the USGS, magnitude 4.2 quakes are felt indoors and may break dishes and windows and overturn unstable objects. Pendulum clocks may stop. E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0201,"Summarize this article: (CNN) -- At least 14 people were killed and 60 others wounded Thursday when a bomb ripped through a crowd waiting to see Algeria's president in Batna, east of the capital of Algiers, the Algerie Presse Service reported. A wounded person gets first aid shortly after Thursday's attack in Batna, Algeria. The explosion occurred at 5 p.m. about 20 meters (65 feet) from a mosque in Batna, a town about 450 kilometers (280 miles) east of Algiers, security officials in Batna told the state-run news agency. The bomb went off 15 minutes before the expected arrival of President Abdel-Aziz Bouteflika. It wasn't clear if the bomb was caused by a suicide bomber or if it was planted, the officials said. Later Thursday, Algeria's Interior Minister Noureddine Yazid Zerhouni said ""a suspect person who was among the crowd attempted to go beyond the security cordon,"" but the person escaped ""immediately after the bomb exploded,"" the press service reported. Bouteflika made his visit to Batna as planned, adding a stop at a hospital to visit the wounded before he returned to the capital. There was no immediate claim of responsibility for the bombing. Algeria faces a continuing Islamic insurgency, according to the CIA. In July, 33 people were killed in apparent suicide bombings in Algiers that were claimed by an al Qaeda-affiliated group. Bouteflika said terrorist acts have nothing in common with the noble values of Islam, the press service reported. E-mail to a friend . CNN's Mohammed Tawfeeq contributed to this report.",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0202,"Summarize this article: (CNN) -- Football superstar, celebrity, fashion icon, multimillion-dollar heartthrob. Now, David Beckham is headed for the Hollywood Hills as he takes his game to U.S. Major League Soccer. CNN looks at how Bekham fulfilled his dream of playing for Manchester United, and his time playing for England. The world's famous footballer has begun a five-year contract with the Los Angeles Galaxy team, and on Friday Beckham will meet the press and reveal his new shirt number. This week, we take an in depth look at the life and times of Beckham, as CNN's very own ""Becks,"" Becky Anderson, sets out to examine what makes the man tick -- as footballer, fashion icon and global phenomenon. It's a long way from the streets of east London to the Hollywood Hills and Becky charts Beckham's incredible rise to football stardom, a journey that has seen his skills grace the greatest stages in world soccer. She goes in pursuit of the current hottest property on the sports/celebrity circuit in the U.S. and along the way explores exactly what's behind the man with the golden boot. CNN will look back at the life of Beckham, the wonderfully talented youngster who fulfilled his dream of playing for Manchester United, his marriage to pop star Victoria, and the trials and tribulations of playing for England. We'll look at the highs (scoring against Greece), the lows (being sent off during the World Cup), the Man. U departure for the Galacticos of Madrid -- and now the Home Depot stadium in L.A. We'll ask how Beckham and his family will adapt to life in Los Angeles -- the people, the places to see and be seen and the celebrity endorsement. Beckham is no stranger to exposure. He has teamed with Reggie Bush in an Adidas commercial, is the face of Motorola, is the face on a PlayStation game and doesn't need fashion tips as he has his own international clothing line. But what does the star couple need to do to become an accepted part of Tinseltown's glitterati? The road to major league football in the U.S.A. is a well-worn route for some of the world's greatest players. We talk to some of the former greats who came before him and examine what impact these overseas stars had on U.S. soccer and look at what is different now. We also get a rare glimpse inside the David Beckham academy in L.A, find out what drives the kids and who are their heroes. The perception that in the U.S.A. soccer is a ""game for girls"" after the teenage years is changing. More and more young kids are choosing the European game over the traditional U.S. sports. E-mail to a friend .",cnn_dailymail,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0204,"Summarize this document. A fire alarm went off at the Holiday Inn in Hope Street at about 04:20 BST on Saturday and guests were asked to leave the hotel. As they gathered outside they saw the two buses, parked side-by-side in the car park, engulfed by flames. One of the tour groups is from Germany, the other from China and Taiwan. It was their first night in Northern Ireland. The driver of one of the buses said many of the passengers had left personal belongings on board and these had been destroyed. Both groups have organised replacement coaches and will begin their tour of the north coast later than they had planned. Police have appealed for information about the attack.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0205,"Summarize this document. Ferrari appeared in a position to challenge until the final laps, when the Mercedes stretched their legs to go half a second clear of the red cars. Sebastian Vettel will start third ahead of team-mate Kimi Raikkonen. The world champion subsequently escaped punishment for reversing in the pit lane, which could have seen him stripped of pole. Belgian Stoffel Vandoorne out-qualified McLaren team-mate Jenson Button on his Formula 1 debut. Mercedes were wary of Ferrari's pace before qualifying after Vettel and Raikkonen finished one-two in final practice.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0206,"Summarize this document. John Edward Bates, formerly of Spalding, Lincolnshire, but now living in London, faces a total of 22 charges, including two counts of indecency with a child. The 67-year-old is accused of committing the offences between March 1972 and October 1989. Mr Bates denies all the charges. Grace Hale, prosecuting, told the jury that the allegations of sexual abuse were made by four male complainants and related to when Mr Bates was a scout leader in South Lincolnshire and Cambridgeshire.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0207,"Summarize this document. Patients and staff were evacuated from Cerahpasa hospital on Wednesday after a man receiving treatment at the clinic threatened to shoot himself and others. Officers were deployed to negotiate with the man, a young police officer. Earlier reports that the armed man had taken several people hostage proved incorrect. The chief consultant of Cerahpasa hospital, Zekayi Kutlubay, who was evacuated from the facility, said that there had been no hostage crises, adding that the man was alone in the room.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0209,"Summarize this document. Veronica Vanessa Chango-Alverez, 31, was killed and another man injured when an Audi A3 struck them in Streatham High Road at 05:30 GMT on Saturday. Ten minutes before the crash the car was in London Road, Croydon, when a Volkswagen Passat collided with a tree. Police want to trace Nathan Davis, 27, who they say has links to the Audi. The car was abandoned at the scene. Ms Chango-Alverez died from multiple injuries, a post-mortem examination found.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0210,"Summarize this document. Belgian cyclist Demoitie died after a collision with a motorbike during Belgium's Gent-Wevelgem race. The 25-year-old was hit by the motorbike after several riders came down in a crash as the race passed through northern France. Team Sky's Rowe said the main issues come when cars or motorbikes have to pass the peloton and pass riders. Demoitie, who was riding for the Wanty-Gobert team, was taken to hospital in Lille but died later.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0211,"Summarize this document. Gundogan, 26, told BBC Sport he can see the finishing line after tearing cruciate knee ligaments in December, but will not rush his return. The German missed the 2014 World Cup following back surgery that kept him out for a year, and sat out Euro 2016 because of a dislocated kneecap. Gundogan will not be fit for the start of the Premier League season at Brighton on 12 August but said his recovery time is now being measured in weeks rather than months.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0212,"Summarize this document. The crash happened about 07:20 GMT at the junction of the A127 and Progress Road in Leigh-on-Sea, Essex. The man, who police said is aged in his 20s, was treated at the scene for a head injury and suspected multiple fractures, the ambulance service said. He was airlifted to the Royal London Hospital for further treatment. The Southend-bound carriageway of the A127 was closed for about six hours while police conducted their initial inquiries.",Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0213,Summarize this document. 23 October 2015 Last updated at 17:44 BST. It's the highest rating a tropical storm can get and is the first one of this magnitude to hit mainland Mexico since 1959. But how are the categories decided and what do they mean? Newsround reporter Jenny Lawrence explains.,Xsum,8/29/2026,Summarization,Medium,General Knowledge/Cross-Domain
T0216,Write a function to count the most common words in a dictionary.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0217,Write a python function to find the volume of a triangular prism.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0219,Write a function to find sequences of lowercase letters joined with an underscore.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0220,Write a function to find the perimeter of a square.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0222,Write a function to find whether a given array of integers contains any duplicate element.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0223,Write a function to check if the given number is woodball or not.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0224,Write a function to find m number of multiples of n.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0225,Write a function to find the first duplicate element in a given array of integers.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0226,Write a python function to find the maximum sum of elements of list in a list of lists.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0227,Write a function to convert the given binary number to its decimal equivalent.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0230,Write a python function to remove all digits from a list of strings.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0231,Write a python function to find binomial co-efficient.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0232,Write a python function to find the element occurring odd number of times.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0233,Write a python function to count all the substrings starting and ending with same characters.,google-research-datasets (MBPP),8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0234,"Fix this Python function.def add(a, b) return a + b",SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0236,Refactor this JavaScript loop to use `map` instead of a `for` loop. let result = []; for (let i = 0; i < arr.length; i++) { result.push(arr[i] * 2);},SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0237,"Debug why this Python code throws `IndexError: list index out of range`.arr = [1, 2, 3] print(arr[3])",SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0238,Write a Python function to check if a string is a palindrome.,SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0239,"Review this code for bugs.def divide(a, b):return a / b",SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0240,Write a SQL query to get the second highest salary from an `employees` table.,SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0241,Fix this JavaScript function that should return the sum of an array but returns NaN.function sum(arr) {let total;arr.forEach(n => total += n);return total;},SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0243,Explain and fix this infinite loop bug. i = 0 while i < 10: print(i),SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0244,"Refactor this repetitive code into a reusable function. print('Hello, Alice') print('Hello, Bob') print('Hello, Carol')",SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0245,Write a SQL query to join `orders` and `customers` tables and show each order with the customer's name.,SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0246,Fix the off-by-one error in this loop that's supposed to print numbers 1 to 5. for i in range(5): print(i),SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0248,"Debug this code that's supposed to filter even numbers but returns an empty list. nums = [1, 2, 3, 4, 5, 6] evens = [n for n in nums if n % 2 = 0]",SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0250,"Convert this callback-based Node.js function to use async/await. function getData(cb) { fs.readFile('file.txt', (err, data) => { if (err) return cb(err); cb(null, data); }); }",SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0252,Write a function in Python to remove duplicates from a list while preserving order.,SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0253,Review this SQL query for performance issues. SELECT * FROM orders WHERE YEAR(order_date) = 2024;,SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0255,Write a Python function to validate an email address using regex.,SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0256,Debug why this recursive function causes a stack overflow. def countdown(n): print(n) countdown(n - 1),SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0257,Write a SQL query to find customers who have never placed an order.,SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0258,Refactor this nested if-else chain into a cleaner structure. if score >= 90: grade = 'A' else: if score >= 80: grade = 'B' else: if score >= 70: grade = 'C' else: grade = 'F',SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0259,Fix this Python code that's supposed to open a file safely but leaks the file handle. f = open('data.txt') data = f.read(),SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0261,"Review this code for a potential SQL injection vulnerability. query = ""SELECT * FROM users WHERE username = '"" + username + ""'"" cursor.execute(query)",SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0263,"Fix this bug where a default mutable argument causes unexpected shared state. def add_item(item, items=[]): items.append(item) return items",SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0264,Write a SQL query to calculate the total revenue per month from a `sales` table with `amount` and `sale_date` columns.,SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0267,Fix this bug where a Python function compares floats and fails due to precision issues. if 0.1 + 0.2 == 0.3: print('equal'),SWE-bench,8/29/2026,Coding & Debugging,Medium,Software Engineering & Technology
T0268,Write a SQL query to add a new column `status` with a default value of `'active'` to an existing `users` table.,SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
T0269,"Review and improve this Python code for readability and PEP 8 compliance. def calc(x,y,z): if x==1: return y+z else: return y-z",SWE-bench,8/29/2026,Coding & Debugging,Low,Software Engineering & Technology
